index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	मैरेयं	1	मैरेयं	मैरेय{नपुं;1;एक}/मैरेय{नपुं;2;एक}	मैरेय{नपुं;2;एक}	समुच्चितः,8	समुच्चितः,8	N2	मैरेय_को					
2	मधु	2	मधु	मधु{नपुं;1;एक}/मधु{नपुं;2;एक}/मधु{नपुं;8;एक}	मधु{नपुं;2;एक}	समुच्चितः,8	समुच्चितः,8	N2	मधु					
3	मांसानि	3	मांसानि	मांस{नपुं;1;बहु}/मांस{नपुं;2;बहु}/मांस{नपुं;8;बहु}	मांस{नपुं;2;बहु}	समुच्चितः,8	समुच्चितः,8	N2	मांस					
4	पानकानि	4	पानकानि	पानक{नपुं;8;बहु}/पानक{नपुं;1;बहु(पन्1;ण्वुल्;पनँ;:भ्वादिः)}/पानक{नपुं;2;बहु(पन्1;ण्वुल्;पनँ;:भ्वादिः)}	पानक{नपुं;2;बहु(पन्1;ण्वुल्;पनँ;:भ्वादिः)}	समुच्चितः,8	समुच्चितः,8	N2	पेय					
5	लघूनि	5	लघूनि	लघु{नपुं;1;बहु}/लघु{नपुं;2;बहु}/लघु{नपुं;8;बहु}	लघु{नपुं;2;बहु}	विशेषणम्,4	विशेषणम्,4	N2	लघु_ने					
6	च	6	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8	समुच्चय_द्योतकः,8	NA	और					
7	चित्रान्	7	 चित्रान्भक्ष्यविकारांश्च	चित्र{पुं;2;बहु}	चित्र{पुं;2;बहु}	विशेषणम्,8	विशेषणम्,8	N2	चित्रों_को					
8	भक्ष्यविकारान्			भक्ष्यविकारान्	भक्ष्यविकार{पुं;2;बहु}	कर्म,10	कर्म,10	N2	वि					
9	च			च{अव्य}	च{अव्य}	सम्बन्धः,4	सम्बन्धः,4	NA	और					
10	चक्रुः	8	चक्रुरस्य	कृ1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;कृञ्;:भ्वादिः}/कृ2{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;कृञ्;:स्वादिः}/कृ3{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;डुकृञ्;:तनादिः}	कृ3{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;डुकृञ्;:तनादिः}	अभिहित_कर्ता,14;सकर्मक	अभिहित_कर्ता,14;सकर्मक	KP	किया					
11	अस्य			इदम्{सर्वनाम;पुं;6;एक}/इदम्{सर्वनाम;नपुं;6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;:दिवादिः}	इदम्{सर्वनाम;नपुं;6;एक}	षष्ठीसम्बन्धः,10	षष्ठीसम्बन्धः,10	N6	इसके					
12	यथा	9	यथा	यथा{अव्य}	यथा{अव्य}	उपमान_द्योतकः,15	उपमान_द्योतकः,15	NA	जैसे					
13	पुरा	10	पुरा	पुरा{अव्य}	पुरा{अव्य}	कालाधिकरणम्,15	कालाधिकरणम्,15	NA	पहले					
14	(पाण्डवाः)			पाण्डव{पुं;1;बहु}/पाण्डव{पुं;8;बहु}	पाण्डव{पुं;1;बहु}	कर्ता,10	कर्ता,10	N1	पाण्डव					
15	(चक्रुः)			कृ1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;कृञ्;:भ्वादिः}/कृ2{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;कृञ्;:स्वादिः}/कृ3{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;डुकृञ्;:तनादिः}	कृ3{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;डुकृञ्;:तनादिः}	उपमानम्,10	उपमानम्,10	KP	किया					
16	.	.	-	-	-	-	-	FS	-					
