index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	धृतराष्ट्रव्यपेक्षया	6	धृतराष्ट्रव्यपेक्षया	धृतराष्ट्रव्यपेक्षा{स्त्री;3;एक}	धृतराष्ट्रव्यपेक्षा{स्त्री;3;एक}	हेतुः,11	हेतुः,11	N3	धृतराष्ट्र-आशा_से					
2	धर्मराजः	1	धर्मराजश्च	धर्मराज्{पुं;1;बहु}/धर्मराज्{पुं;2;बहु}/धर्मराज्{पुं;5;एक}/धर्मराज्{पुं;6;एक}/धर्मराज{पुं;1;एक}	धर्मराज्{पुं;1;एक}	समुच्चितः,7	समुच्चितः,7	N1	धर्मराज_की					
3	च			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7	समुच्चय_द्योतकः,7	NA	भी					
4	भीमः	2	भीमश्च	भीम{पुं;1;एक}	भीम{पुं;1;एक}	समुच्चितः,7	समुच्चितः,7	N1	भीम					
5	सव्यसाची	3	सव्यसाची	सव्यसाचिन्{पुं;1;एक}	सव्यसाचिन्{पुं;1;एक}	समुच्चितः,7	समुच्चितः,7	N1	अर्जुन_का_विशेषण_ने					
6	च			च{अव्य}	च{अव्य}	सम्बन्धः,2	सम्बन्धः,2	NA	भी					
7	यमौ	4	यमावपि	यम{पुं;1;द्वि}/यम{पुं;2;द्वि}/यम{पुं;8;द्वि}	यम{पुं;1;द्वि}	कर्ता,11	कर्ता,11	N1	यमराजों_को					
8	अपि			अपि{अव्य}	अपि{अव्य}	सम्बन्धः,7	सम्बन्धः,7	NA	भी					
9	तत्	5	तत्सर्वमन्ववर्तन्त	तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,10	विशेषणम्,10	N2	उस					
10	सर्वम्			सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक}	सर्व{सर्वनाम;नपुं;2;एक}	कर्म,11	कर्म,11	N2	सब_को					
11	अन्ववर्तन्त			अनु_वृत्1{कर्तरि;लङ्;प्र;बहु;आत्मनेपदी;वृतुँ;:भ्वादिः}	अनु_वृत्1{कर्तरि;लङ्;प्र;बहु;आत्मनेपदी;वृतुँ;:भ्वादिः}	अभिहित_कर्ता,2;सकर्मक	अभिहित_कर्ता,2;सकर्मक	KP	आरम्भ_किया					
12	.	.	-	-	-	-	-	FS	-					
