index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	एवं	1	एवं	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,11	क्रियाविशेषणम्,11	NA	ऐसा					
2	धर्मभृतां	2	धर्मभृतां	धर्मभृता{स्त्री;2;एक(धर्मभृ2;क्त;डुभृञ्;:जुहोत्यादिः)}	धर्मभृत्{पुं,6,बहु}	षष्ठीसम्बन्धः,3	षष्ठीसम्बन्धः,3	N6	धर्म-भरण_करने_वाली_को					
3	श्रेष्ठः	3	श्रेष्ठो	श्रेष्ठ{पुं;1;एक}	श्रेष्ठ{पुं;1;एक}	विशेषणम्,6	विशेषणम्,6	N1	श्रेष्ठ					
4	धीमान्	8	धीमान्पूजयामास	धीमत्{पुं;1;एक}	धीमत्{पुं;1;एक}	विशेषणम्,6	विशेषणम्,6	N1	बुद्धिमान्					
5	धर्मराजः	4	धर्मराजो	धर्मराज्{पुं;1;बहु}/धर्मराज्{पुं;2;बहु}/धर्मराज्{पुं;5;एक}/धर्मराज्{पुं;6;एक}/धर्मराज{पुं;1;एक}	धर्मराज{पुं;1;एक}	विशेषणम्,6	विशेषणम्,6	N1	धर्मराज					
6	युधिष्ठिरः	5	युधिष्ठिरः	युधिष्ठिर{पुं;1;एक}	युधिष्ठिर{पुं;1;एक}	कर्ता,11	कर्ता,11	N1	युधिष्ठिर					
7	भ्रातृभिः	6	भ्रातृभिः	भ्रातृ{पुं;3;बहु}	भ्रातृ{पुं;3;बहु}	सहार्थः,8	सहार्थः,8	N3	भाइयों_से					
8	सहितः	7	सहितो	सहितृ{पुं;8;एक}/सहितृ{नपुं;8;एक}/सहित{पुं;1;एक}	सहित{पुं;1;एक}	विशेषणम्,6	विशेषणम्,6	N1	सहितृ					
9	तं	9	तं	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,10	विशेषणम्,10	N2	उसको					
10	नृपं	10	नृपं	नृप{पुं;2;एक}	नृप{पुं;2;एक}	कर्म,11	कर्म,11	N2	राजा_को					
11	पूजयामास			पूज्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;पूजँ;:चुरादिः}/पूज्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;पूजँ;:चुरादिः}/पूज्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;पूजँ;:चुरादिः}/पूज्1{णिजन्त;कर्तरि;लिट्;प्र;एक;परस्मैपदी;पूजँ;:चुरादिः}/पूज्1{णिजन्त;कर्तरि;लिट्;प्र;एक;आत्मनेपदी;पूजँ;:चुरादिः}/पूज्1{णिजन्त;कर्तरि;लिट्;उ;एक;परस्मैपदी;पूजँ;:चुरादिः}/पूज्1{णिजन्त;कर्तरि;लिट्;उ;एक;आत्मनेपदी;पूजँ;:चुरादिः}/पूज्1{णिजन्त;कर्तरि;लिट्;म;बहु;परस्मैपदी;पूजँ;:चुरादिः}/पूज्1{णिजन्त;कर्तरि;लिट्;म;बहु;आत्मनेपदी;पूजँ;:चुरादिः}	पूज्1{कर्तरि;लिट्;;प्र;एक;परस्मैपदी;पूजँ;:चुरादिः}	अभिहित_कर्ता,6;सकर्मक	अभिहित_कर्ता,6;सकर्मक	KP	पूजा_कीं					
12	.	.	-	-	-	-	-	FS	-					
